"","Row.names","TCGA-AO-A126","TCGA-A2-A0CZ","TCGA-AC-A23G","TCGA-AN-A0XL","TCGA-EW-A3E8","TCGA-B6-A402","TCGA-EW-A1PF","TCGA-AC-A2QI","TCGA-E2-A10F","TCGA-A8-A06N","TCGA-A7-A5ZV","TCGA-LL-A441","TCGA-A7-A3J0","TCGA-AC-A2FM","TCGA-AO-A0JL","TCGA-D8-A1XD","TCGA-E2-A15F","TCGA-E2-A14U","TCGA-B6-A0IQ","TCGA-E2-A108","TCGA-A2-A4RY","TCGA-A8-A07C","TCGA-A2-A0CY","TCGA-A8-A08I","TCGA-E9-A54X","y"
"163","ENSG00000007001",44,9,3,8,10,4,22,2,1,39,4,2,3,7,4,12,15,23,13,9,24,18,16,10,18,"UPP2"
"164","ENSG00000007038",521,92,273,137,38,21,11,205,172,7,0,19,127,3,5,2,23,194,987,26,182,1112,951,997,3,"PRSS21"
"165","ENSG00000007047",3424,2400,1364,2109,3856,1528,5083,3117,2250,5127,1364,3116,4587,2867,1762,3132,5715,3930,3448,1674,2218,3475,1862,4864,2357,"MARK4"
"166","ENSG00000007062",11,2155,3417,419,228,30037,631,245,2440,24,10,7865,2638,75,2540,162,202,3428,10349,3949,3648,6657,3213,321,104,"PROM1"
"167","ENSG00000007080",3612,2405,1750,2451,5683,5028,2709,3551,1970,3225,4609,3886,4457,2695,3874,1631,1227,4014,7577,2249,1902,4001,5782,3616,2392,"CCDC124"
"168","ENSG00000007129",16,87,40,50,227,77,108,162,68,34,20,459,410,46,30,14,28,55,74,95,65,67,17,386,25,"CEACAM21"
"169","ENSG00000007168",5372,7430,4713,6979,5853,5277,8841,6801,7639,13130,4095,8117,18201,10079,3513,10738,11976,9570,8527,7122,5601,15238,3222,15474,3008,"PAFAH1B1"
"170","ENSG00000007171",66,87,35,42,61,37,174,252,50,45,3031,54,89,164,61,29,21,43,26,29,79,102,219,11,8,"NOS2"
"171","ENSG00000007174",5,51,59,64,23,3,163,16,15,41,0,5,458,86,5,9,216,33,0,61,68,7,15,11,403,"DNAH9"
"172","ENSG00000007202",7883,10308,5034,9779,11170,6013,10279,14839,11639,57750,3590,11712,29753,25401,3946,12062,13322,14889,6863,10915,6682,39844,17236,30580,8028,"KIAA0100"
"173","ENSG00000007216",19,424,186,124,31,8,79,74,34,128,0,311,8,46,31,4,31,320,51,55,676,23,6848,155,122,"SLC13A2"
"174","ENSG00000007237",2065,5553,3506,4139,3739,468,4671,5710,5492,384,2721,3148,812,1517,363,3117,1205,1446,384,4227,3748,2028,238,3917,42,"GAS7"
"175","ENSG00000007255",2798,1706,894,1088,3190,2525,1237,2496,1206,3206,2317,1965,3244,2231,868,1215,1166,2830,1600,831,1191,1014,790,2733,1754,"TRAPPC6A"
"176","ENSG00000007264",53,724,274,98,587,1219,148,241,332,28,147,1002,57,52,839,122,248,245,106,477,358,159,644,768,15,"MATK"
"177","ENSG00000007306",0,17,1,18,1,0,45,11,5,44,2,10,155,22,1,6,2,9,0,12,0,0,171,26,6,"CEACAM7"
"178","ENSG00000007312",120,324,123,162,1581,392,285,422,76,37,512,8092,198,100,109,29,194,239,342,635,599,415,22,428,5,"CD79B"
"179","ENSG00000007314",15,256,42,381,454,14,186,85,101,103,12,335,120,735,19,9,35,143,37,264,255,86,7,74,19,"SCN4A"
"180","ENSG00000007341",782,362,298,774,1170,1070,844,736,824,1326,270,633,882,537,401,749,631,812,549,412,623,1310,211,912,544,"ST7L"
"181","ENSG00000007350",2,4,2,18,9,0,1,6,3,0,14,476,0,3,0,0,2,0,4,14,7,4,1,3,1,"TKTL1"
"182","ENSG00000007372",295,90,91,134,142,35,105,209,206,243,73,314,510,235,215,204,189,185,101,125,85,1808,214,138,164,"PAX6"
"183","ENSG00000007376",1745,1254,1166,1511,3272,1409,1439,2743,1649,2371,1450,2544,1906,3059,1754,987,1526,2577,2192,1760,1114,978,1368,3058,1307,"RPUSD1"
"184","ENSG00000007384",4443,1963,1713,2705,6591,4587,3387,3142,3355,5064,3733,5845,1988,3042,3137,2294,3357,5010,2001,1967,3205,1677,1278,2038,1724,"RHBDF1"
"185","ENSG00000007392",2422,1555,751,2849,8772,4664,1871,3038,2490,4086,978,4573,1983,3383,3804,1659,1391,4846,2655,1693,3354,2437,1983,2672,1998,"LUC7L"
"186","ENSG00000007402",656,179,479,2592,772,170,1693,5603,1159,7052,147,357,16571,5926,158,1787,3393,1929,195,284,838,31,97,4299,1697,"CACNA2D2"
"187","ENSG00000007516",553,1279,248,2006,618,97,1267,2568,477,10595,484,863,87,993,603,94,2450,2886,71,912,1799,55,1213,546,357,"BAIAP3"
"188","ENSG00000007520",2442,2054,1571,2024,5004,3072,2065,3608,2601,4115,2770,3693,3180,3998,1627,1446,1540,3647,3039,2225,1706,1979,2567,3536,1958,"TSR3"
"189","ENSG00000007541",5075,2688,2733,6674,13746,4195,6181,11669,4622,8685,2503,4741,5741,10152,2932,3209,2706,8417,3451,3440,4136,1973,2035,6307,4634,"PIGQ"
"190","ENSG00000007545",1473,1020,510,2098,2394,2058,1517,2917,1631,3809,968,2700,1468,2661,990,1884,1443,3608,2082,1642,1633,2619,1045,2710,821,"CRAMP1"
"191","ENSG00000007866",2900,2005,1616,2399,3296,2264,3415,2722,2542,1739,1609,5854,2878,1858,2011,1651,1183,4399,3624,1514,3155,3093,1669,2704,1179,"TEAD3"
"192","ENSG00000007908",315,188,951,4077,709,17,1172,326,258,29,47,1391,79,145,64,80,838,155,190,2708,269,1112,8,132,5,"SELE"
"193","ENSG00000007923",998,1317,773,1859,1957,3006,1672,2217,2224,4307,1200,2055,2010,1792,397,2188,1829,1884,3093,1389,1641,4752,878,2881,803,"DNAJC11"
"194","ENSG00000007933",996,127,355,263,151,228,112,120,199,30,2,4875,34,70,6407,88,35,79,289,538,192,94,43,146,43,"FMO3"
"195","ENSG00000007944",1384,2160,816,3448,2494,857,4128,3320,1833,4080,296,2777,1367,2830,1644,2311,1626,3191,1176,2531,2248,1656,1105,3788,3344,"MYLIP"
"196","ENSG00000007952",134,51,25,22,77,67,51,74,69,195,28,53,41,86,104,36,108,44,180,37,36,105,108,49,57,"NOX1"
"197","ENSG00000007968",314,62,126,384,251,1473,370,128,480,688,202,631,461,247,315,782,534,68,1036,334,102,1361,277,1573,268,"E2F2"
"198","ENSG00000008018",14694,4647,2813,6364,7404,10764,8013,8400,4865,7230,6044,8905,7792,7609,6218,4937,3327,7029,16880,6166,3045,9002,8225,6018,5692,"PSMB1"
"199","ENSG00000008056",326,90,76,62,50,46,134,49,80,11,42,109,8353,24,76,952,2157,114,768,76,46,73,220,741,633,"SYN1"
"200","ENSG00000008083",2489,1489,928,2369,2540,2740,3783,3395,2811,1940,364,4370,3580,2261,3649,1448,1340,2401,3046,1547,1495,13983,1826,2461,860,"JARID2"
"201","ENSG00000008086",659,1467,734,1699,1436,878,2559,1708,1333,6020,300,911,316,1784,509,3488,883,1569,1356,1048,921,1383,245,4096,285,"CDKL5"
"202","ENSG00000008118",9,11,17,15,13,17,21,15,21,10,5,20,98,18,121,3,261,13,20,58,10,46,7,50,4,"CAMK1G"
"203","ENSG00000008128",380,125,84,287,837,185,239,187,407,564,76,681,373,418,176,166,317,547,685,212,496,479,183,266,277,"CDK11A"
"204","ENSG00000008130",2232,2531,1463,3649,6226,3500,3274,5163,3526,5590,1875,4598,5912,3610,1078,3373,3413,4887,3509,4263,3272,4211,1385,7401,2319,"NADK"
"205","ENSG00000008196",6084,5978,1989,7905,8018,2,142,10364,4033,10550,190,615,6321,110,555,73,88,10663,1067,4321,4816,13,2483,3644,2022,"TFAP2B"
"206","ENSG00000008197",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,"TFAP2D"
"207","ENSG00000008226",37,22,34,39,75,259,49,189,26,141,93,256,572,109,116,12,67,217,66,34,146,100,71,313,182,"DLEC1"
"208","ENSG00000008256",3804,2800,2352,4239,4031,3167,3276,4975,3910,7275,2382,3094,2844,8360,2027,4992,2169,1554,1872,3516,2607,1565,690,4476,632,"CYTH3"
"209","ENSG00000008277",391,452,351,1041,1420,47,836,828,641,1589,294,643,839,466,248,1396,667,403,342,1013,897,1252,116,828,172,"ADAM22"
"210","ENSG00000008282",5822,4582,3840,11723,7175,9577,7064,8311,6596,6693,4108,11775,5927,6686,4153,3881,7714,8948,10385,5710,4686,13958,2181,9407,12348,"SYPL1"
"211","ENSG00000008283",10584,9715,3773,11359,10255,9596,13129,10847,6800,15172,13699,10347,26414,16291,3788,6311,7683,11619,5258,3897,5246,17129,6791,13259,12170,"CYB561"
"212","ENSG00000008294",2279,4398,3062,7155,4353,7929,6949,5547,5886,11513,3692,6784,9252,7248,1476,5829,5225,4133,2853,5024,3619,15695,1986,11164,2081,"SPAG9"
"213","ENSG00000008300",20,180,112,404,1816,1055,514,582,2628,1690,161,520,5829,3054,139,1218,431,320,269,256,1260,193,553,1294,1088,"CELSR3"
"214","ENSG00000008311",348,323,229,328,735,118,478,230,432,932,41,1061,272,134,121,612,467,634,887,385,808,1051,98,1352,135,"AASS"
"215","ENSG00000008323",888,488,342,863,904,1362,749,434,807,1053,708,2809,382,618,641,41,599,888,741,461,748,1276,820,206,321,"PLEKHG6"
"216","ENSG00000008324",1151,682,303,887,1088,1036,746,992,757,1317,441,1520,888,1209,1217,638,865,1476,1792,748,494,1535,803,2470,896,"SS18L2"
"217","ENSG00000008382",1204,1332,771,680,2025,551,943,1363,1166,1052,762,1322,1609,2944,1053,805,813,1504,2730,757,1097,1062,1317,1668,909,"MPND"
"218","ENSG00000008394",1106,4096,1547,7112,15576,12111,501,1433,8762,4,3391,11103,4055,1434,6218,672,6445,13062,13921,11306,4528,11455,4383,7007,2434,"MGST1"
"219","ENSG00000008405",949,1002,691,1457,1876,2157,1696,2529,1495,3948,651,1988,1701,2043,658,1256,1943,2023,1864,1696,1111,3835,978,2256,1150,"CRY1"
"220","ENSG00000008438",6,0,0,1,5,0,6,2,4,6,4,5,5,4,0,4,1,3,1,0,7,219,0,21,2,"PGLYRP1"
"221","ENSG00000008441",7997,16437,8333,9454,4416,12735,4657,10519,6279,3616,12095,22531,61845,5932,14463,2557,3776,14832,16555,7808,9280,37860,4718,10054,2121,"NFIX"
"222","ENSG00000008513",5576,2942,2310,8136,5220,2085,16318,6305,3815,60933,9771,6003,7354,27491,1871,9644,6456,4324,5956,7837,2455,2943,2297,18630,2968,"ST3GAL1"
"223","ENSG00000008516",149,364,49,371,268,684,342,106,334,42,153,493,141,1721,76,3090,753,1236,82,268,542,422,94,1339,37,"MMP25"
"224","ENSG00000008517",4419,2955,877,887,5142,1493,1476,2390,2715,358,645,5724,3191,556,1130,492,304,589,1751,5449,916,2190,458,6903,84,"IL32"
"225","ENSG00000008710",3002,4189,3371,4900,6993,3372,4793,7199,4759,4931,6592,6156,5491,6133,3705,5671,3108,7272,3455,4551,5930,2870,3528,7183,2003,"PKD1"
"226","ENSG00000008735",1076,921,308,1048,4158,563,7579,2503,790,4084,559,1398,12415,3950,76,1646,2346,533,1415,2117,723,165,45,1103,4449,"MAPK8IP2"
"227","ENSG00000008838",5543,3691,2606,6544,8388,6582,3751,5123,6044,15940,2773,6987,7832,6985,7440,4961,4845,7392,7302,2983,4776,11070,2204,9324,2886,"MED24"
"228","ENSG00000008853",870,1367,1192,1202,2651,226,1583,3390,2022,522,272,1866,1827,3865,431,997,749,2041,650,1105,1265,1248,655,2763,1922,"RHOBTB2"
"229","ENSG00000008869",1716,1444,1233,3722,3523,2447,4327,4094,3050,7597,1366,3704,6466,3258,817,3899,4578,3705,2359,2148,2758,15215,877,5713,1593,"HEATR5B"
"230","ENSG00000008952",11929,8941,4173,18507,10675,5621,13626,12968,9208,16547,4109,10917,18115,10325,6698,6310,7202,9217,8274,7992,5191,22646,5680,15523,8833,"SEC62"
"231","ENSG00000008988",104564,37409,26530,35113,60806,76402,19323,29112,27239,58042,53129,51529,41463,33400,255838,11113,17618,53285,119118,46192,27297,57688,94037,41562,33858,"RPS20"
"232","ENSG00000009307",31867,31945,17042,35923,41721,47005,41990,38908,42904,55780,15982,43268,42477,18146,16111,36028,32991,38986,40682,35783,26486,99613,19669,46485,24798,"CSDE1"
"233","ENSG00000009335",3204,3885,2824,7471,6998,7333,7208,7873,5861,12136,5691,10097,9043,9202,2692,5466,7851,6889,7316,4618,4041,12181,2888,10512,5643,"UBE3C"
"234","ENSG00000009413",854,990,628,2065,1449,2442,2213,1734,1432,2700,591,2148,2129,1482,664,4521,1417,1606,978,1952,1341,9171,748,2455,803,"REV3L"
"235","ENSG00000009694",29,53,20,148,53,23,45,13,36,7,4,165,61,16,3,19,211,47,639,48,115,23,12,154,36,"TENM1"
"236","ENSG00000009709",68,0,0,1,1,0,1,11,5,1,75,0,0,4,5,0,4,0,0,40,2,1,358,23,0,"PAX7"
"237","ENSG00000009724",31,63,11,73,96,53,65,67,51,237,51,162,77,66,25,109,133,161,45,38,163,141,6,130,14,"MASP2"
"238","ENSG00000009765",5,11,4,74,8,3,1006,1,2,29,0,22,41,340,20,24,88,56,2,92,4,41,9,1,97,"IYD"
"239","ENSG00000009780",977,625,421,1085,1242,666,581,1100,1056,2080,266,940,877,679,578,744,885,1161,923,747,686,1517,550,2477,795,"FAM76A"
"240","ENSG00000009790",245,365,113,198,1550,5147,524,625,547,132,91,4700,406,127,272,97,220,189,440,1387,564,904,28,1887,30,"TRAF3IP3"
"241","ENSG00000009830",1291,1460,674,1498,2511,1923,1123,2238,1214,2724,268,1367,1998,3577,454,2499,837,2979,1186,848,1432,1654,495,3417,1961,"POMT2"
"242","ENSG00000009844",2380,1656,1054,3099,1953,3928,3052,3745,2238,3075,1556,2540,4360,3483,1061,3232,2434,2808,6155,2399,1357,14081,2253,8366,2628,"VTA1"
"243","ENSG00000009950",26,276,11,306,512,121,67,65,43,12,29,84,178,232,51,7,282,482,451,297,218,6,80,83,165,"MLXIPL"
"244","ENSG00000009954",3469,5432,3010,9784,7080,10025,15908,8589,9012,15520,3702,9466,11780,9954,3859,9633,10837,6822,19201,6068,5017,37510,2135,14390,6119,"BAZ1B"
"245","ENSG00000010017",2857,1898,1188,3558,4208,3859,6496,3338,3712,6627,783,4408,4809,3963,2657,4071,2762,3469,4224,2478,2066,18126,1906,4148,3561,"RANBP9"
"246","ENSG00000010030",138,160,141,32,1134,163,277,231,590,531,136,464,763,44,104,27,124,98,326,445,175,201,29,3290,107,"ETV7"
"247","ENSG00000010072",435,523,450,963,686,2680,527,1380,1226,1879,434,1165,1271,1089,1098,681,651,811,1919,652,530,2022,706,1925,547,"SPRTN"
"248","ENSG00000010165",1404,2124,1609,3637,3522,5782,3407,4873,4665,6440,2040,4333,3805,4072,1254,1882,2182,3535,4479,1985,2284,5553,2194,5150,1174,"EEF1AKNMT"
"249","ENSG00000010219",1656,871,445,717,1409,845,486,718,1026,1402,1111,1061,1017,394,2602,495,831,1360,2426,588,748,2469,1226,1586,707,"DYRK4"
"250","ENSG00000010244",5662,6644,3769,6449,10897,7380,7378,9256,9796,18660,4766,13819,12759,12312,6885,8129,9151,8344,12637,6884,7784,17704,6700,14507,7314,"ZNF207"
"251","ENSG00000010256",6087,7624,3934,5969,7860,10403,8893,10009,7342,7803,3200,6605,11759,11651,5008,6709,6907,10686,10873,6466,5029,4097,6842,13213,7001,"UQCRC1"
"252","ENSG00000010270",1059,1313,746,1931,1918,792,1718,1524,1729,3529,1205,1480,1702,2078,1028,1093,1458,1458,2156,1749,1101,2406,1350,3224,2112,"STARD3NL"
"253","ENSG00000010278",41180,13777,8064,19186,34882,18991,23402,19345,21875,62408,31033,35640,19874,11679,7971,13955,30862,26046,8373,11135,14956,26557,7410,34883,14672,"CD9"
"254","ENSG00000010282",0,1,0,1,1,3,10,2,3,0,0,624,25,4,7,1,0,1475,0,10,10,2,2,16,24,"HHATL"
"255","ENSG00000010292",3441,2967,1720,4327,4352,5684,3736,2569,4564,6805,5639,11069,6796,6133,2882,5277,3998,4483,20082,3467,3320,40419,3125,13470,3081,"NCAPD2"
"256","ENSG00000010295",717,823,644,670,1613,450,777,1051,1053,226,217,1955,365,331,253,450,169,358,354,989,943,384,118,1262,84,"IFFO1"
"257","ENSG00000010310",199,48,89,161,425,30,116,145,122,258,17,337,1204,337,13,115,49,473,33,83,217,21,296,193,365,"GIPR"
"258","ENSG00000010318",295,164,136,317,324,545,378,479,263,370,35,410,545,729,150,642,149,965,143,227,299,86,35,832,259,"PHF7"
"259","ENSG00000010319",1616,2533,1332,5799,2645,119,2798,1378,1641,1158,54,1947,921,2147,1142,265,598,2782,425,3661,2813,704,345,546,67,"SEMA3G"
"260","ENSG00000010322",3582,4339,3175,5487,8857,6304,11202,10007,6310,9346,2135,12046,9493,10485,2712,10109,7842,14535,6143,4973,12917,2696,2053,9425,3345,"NISCH"
"261","ENSG00000010327",4365,2934,3690,4566,6360,2481,4571,5626,3922,3045,4034,6392,4361,2435,2723,1720,1486,2026,1438,7697,5943,2904,855,2252,732,"STAB1"
"262","ENSG00000010361",3080,1139,768,826,3044,928,633,1188,1392,3561,619,1237,2089,1509,581,4870,1359,2484,1327,695,1243,1528,862,5227,1293,"FUZ"
"263","ENSG00000010379",5,0,1,1,7,5,4,2,5,14,12,5,2,2,5,3,15,1,1,5,0,1,4,19,2,"SLC6A13"
"264","ENSG00000010404",5709,7573,3838,5778,8793,3698,7391,9449,9643,15757,2674,8167,10195,6388,2161,7619,11688,6937,6318,7370,6207,7314,4170,20291,4503,"IDS"
"265","ENSG00000010438",0,18,7,4,4,89,4,0,2,1,44,8,2,8,84,2,2,28,27,1,37,146,7,7,1,"PRSS3"
"266","ENSG00000010539",559,343,252,812,1054,585,661,862,706,1312,378,963,726,902,871,741,824,803,52,688,518,1017,345,1446,399,"ZNF200"
"267","ENSG00000010610",3585,3629,2693,2075,6068,1182,3866,4435,5857,1984,3385,8555,3554,1352,771,655,1636,1978,2660,12175,2586,4934,232,22704,538,"CD4"
"268","ENSG00000010626",443,508,287,475,1087,588,617,446,539,1769,352,524,1104,1941,190,457,501,952,398,308,429,1076,118,1186,1314,"LRRC23"
"269","ENSG00000010671",366,584,242,369,1184,297,541,616,888,276,200,3087,390,206,52,155,380,224,341,1301,405,784,37,2288,79,"BTK"
"270","ENSG00000010704",1024,554,566,1725,1049,618,905,1037,1763,1718,162,1760,600,369,649,227,600,1283,741,983,1100,2248,214,3044,582,"HFE"
"271","ENSG00000010803",2670,2240,1313,2616,3455,1893,3081,2885,2816,2990,3911,5604,5106,1426,1938,2116,3077,4590,4864,1881,2957,2382,20246,7527,1794,"SCMH1"
"272","ENSG00000010810",2147,2308,1413,2254,3709,944,2090,2757,1875,487,663,5365,1499,1254,1202,1030,689,977,5526,4100,1486,2948,2200,3449,132,"FYN"
"273","ENSG00000010818",1607,1813,1412,2361,1477,1322,3789,2397,2031,1949,926,3206,3349,1835,1030,2487,2230,928,1856,2809,1357,7215,1222,6526,335,"HIVEP2"
"274","ENSG00000010932",330,433,399,549,356,39,644,384,257,36,2,438,31,254,25,504,33,262,151,744,308,962,25,115,6,"FMO1"
"275","ENSG00000011007",2738,2328,1396,4125,2780,4152,2908,4070,2514,10051,2040,3463,4465,3042,1580,3101,4356,4408,6929,2506,2173,6141,3468,13978,3408,"ELOA"
"276","ENSG00000011009",3838,4321,1751,3960,4766,4009,4588,4635,3371,5747,1818,4097,4920,2755,2775,3340,2609,5485,8461,2946,3255,3392,5253,4918,4856,"LYPLA2"
"277","ENSG00000011021",1209,807,517,1194,2546,911,819,1641,1075,2431,309,1745,1421,1142,320,1236,778,1683,914,1110,1977,2542,873,3370,556,"CLCN6"
"278","ENSG00000011028",10447,22739,16316,10044,11322,9091,14460,15338,13594,336,52538,12663,2617,4082,2538,9313,3532,12133,9851,8992,10898,4860,4339,2701,587,"MRC2"
"279","ENSG00000011052",37,42,17,27,71,68,48,34,35,138,16,33,85,32,21,31,19,67,23,17,59,24,10,21,238,"NME1-NME2"
"280","ENSG00000011083",0,10,4,3,9,18,7,1,4,0,1,24,7,2,3,0,4,15,47,2,9,6,2,62,0,"SLC6A7"
"281","ENSG00000011105",6384,7143,4127,6154,7501,2503,10698,7056,5542,6805,3682,5285,6046,2569,1507,11625,6334,11055,4364,3972,6030,3257,4211,9615,3084,"TSPAN9"
"282","ENSG00000011114",3024,2168,1038,3200,2291,2667,2163,4388,3143,7474,935,2183,3435,3811,1232,4392,1610,3446,1944,1877,1911,5061,839,7264,1608,"BTBD7"
"283","ENSG00000011132",830,996,546,643,2757,687,742,1441,855,1171,1250,2090,1487,903,709,611,861,1357,948,677,1085,968,483,859,596,"APBA3"
"284","ENSG00000011143",1422,1765,474,1188,2055,1328,968,1446,1081,3002,804,1399,1846,1967,414,1131,833,1860,1293,627,1306,1485,678,1648,805,"MKS1"
"285","ENSG00000011198",343,899,538,1115,701,1389,2384,1698,1567,1795,218,1046,973,1303,586,985,1576,1170,1078,1204,734,2190,515,3613,743,"ABHD5"
"286","ENSG00000011201",1029,808,974,2068,1315,115,2349,2637,1769,2456,357,337,9661,8092,407,2954,996,1479,1518,1100,604,556,94,8520,1152,"ANOS1"
"287","ENSG00000011243",4152,1471,1155,2280,10682,3544,3587,2643,2408,6201,1929,3921,3982,7692,2028,3202,3194,4848,12692,1659,3625,4029,4262,3145,2172,"AKAP8L"
"288","ENSG00000011258",847,1212,590,2997,1940,5562,1741,1850,1592,4216,643,3185,2589,3437,1006,2420,1352,2457,2841,995,1556,14917,1149,3379,1245,"MBTD1"
"289","ENSG00000011260",785,2136,964,2339,2811,5213,1871,2361,2213,6132,1087,3040,4981,4380,702,1568,2324,2226,1963,1562,1190,6166,1939,4212,1511,"UTP18"
"290","ENSG00000011275",3493,3157,1934,3181,3366,1827,3869,5036,3645,6111,2893,5488,4897,6326,1479,3353,4714,4455,3975,3491,3033,4033,1161,5175,2143,"RNF216"
"291","ENSG00000011295",2498,3352,1871,2242,3080,2900,3772,2338,2802,5056,1371,4146,9855,7924,1704,3628,5132,5645,4572,2286,3117,6521,1499,6337,2538,"TTC19"
"292","ENSG00000011304",21172,10023,8673,16840,22847,17074,16547,21053,15968,27028,6685,24583,22745,21477,13283,16656,13986,18870,22971,14815,12667,15778,10470,25238,12340,"PTBP1"
"293","ENSG00000011332",64,26,7,20,63,16,41,14,38,70,63,28,192,308,31,112,51,90,32,11,29,74,42,468,57,"DPF1"
"294","ENSG00000011347",1912,6838,1712,9753,3939,4219,6542,10677,8240,3353,894,8932,47144,4759,2760,14609,6398,13541,5576,1414,3060,4850,5911,15324,7702,"SYT7"
"295","ENSG00000011376",553,987,547,1673,1510,1248,2165,1758,2081,2337,279,1665,1661,2750,608,1395,1866,1873,1576,1400,1286,3742,476,4271,755,"LARS2"
"296","ENSG00000011405",3133,2127,1831,5918,3849,1387,4733,4923,4614,14017,1450,4994,7523,6709,1808,6439,6214,3749,3325,3487,3113,18066,732,10239,2959,"PIK3C2A"
"297","ENSG00000011422",1889,3006,2723,1104,3072,2718,2418,2341,4041,593,2721,1303,965,627,835,1117,1293,567,2761,2283,1091,2972,2072,3659,468,"PLAUR"
"298","ENSG00000011426",687,369,496,1376,1190,4223,1236,403,1595,1540,1526,1694,2842,1541,3724,1623,1395,139,4654,1995,303,5966,812,3282,2148,"ANLN"
"299","ENSG00000011451",6172,3452,2884,3854,6388,4509,5088,7716,5269,7478,4868,7589,6672,11752,4194,5820,5098,5889,26355,3561,3857,5913,9764,4508,2937,"WIZ"
"300","ENSG00000011454",5011,3417,2164,4826,5679,3899,4735,4224,5495,6616,3088,4159,9579,5281,1956,3714,3648,6114,11994,3950,4219,13114,1356,6454,2614,"GPR21"
"301","ENSG00000011465",85218,59677,72569,48038,58882,12822,46836,53840,85055,85,165,33258,5840,12550,3593,37203,16572,21102,4085,77743,31780,21229,2128,15247,253,"DCN"
"302","ENSG00000011478",1348,728,387,735,1809,358,1217,1011,594,618,1578,1357,1816,785,1028,1432,958,1625,3132,457,795,768,859,3278,679,"QPCTL"
"303","ENSG00000011485",2998,2577,1535,2764,5081,2181,3786,3940,3294,6585,2108,4246,8111,3840,1359,1915,4544,4576,4887,2180,2763,5460,2582,6735,2450,"PPP5C"
"304","ENSG00000011523",1718,2073,1495,3154,2162,1210,2146,2353,2853,3370,1056,2037,2261,2885,904,2859,3206,2746,3169,2577,2883,6434,1735,3232,944,"CEP68"
"305","ENSG00000011566",2120,1177,896,2923,2634,2981,4004,3224,3061,4330,1223,2508,3857,3646,1482,2669,2628,2315,2049,1725,1727,9964,817,4485,2036,"MAP4K3"
"306","ENSG00000011590",7,53,14,19,208,57,43,21,66,18,16,373,51,45,18,21,54,18,69,66,31,38,24,112,7,"ZBTB32"
"307","ENSG00000011600",3931,2721,2836,1476,6736,1815,2172,4093,3826,1796,2268,2595,2300,1073,1150,596,923,1661,1604,6681,1415,3051,706,10052,629,"TYROBP"
"308","ENSG00000011638",3651,2888,1313,1752,3697,1533,4308,2511,2989,1448,2246,3240,2154,1228,1798,1487,1892,3641,5503,1808,2053,3408,2948,4808,1421,"TMEM159"
"309","ENSG00000011677",0,1,0,3,0,0,0,1,1,1,7,3,7,0,37,27,6,3,20,32,1,0,776,18,0,"GABRA3"
"310","ENSG00000012048",486,269,321,1598,987,1741,577,737,1296,2847,565,1123,2279,1994,174,1417,1446,470,1551,603,337,169,260,4409,549,"BRCA1"
"311","ENSG00000012061",6783,3389,2470,2643,5833,2918,3423,4104,3507,3647,1554,4182,5992,1907,2342,2406,3756,5186,4714,2001,3404,3013,2056,5882,2831,"ERCC1"
"312","ENSG00000012124",136,327,559,173,1763,18,1096,475,875,2463,45,12428,356,3162,75,55,720,347,69,674,794,295,17,532,49,"CD22"
"313","ENSG00000012171",871,129,555,4724,7133,684,3658,2019,5584,139,152,864,5497,3268,280,2286,1789,1987,278,1106,1040,12,432,495,7659,"SEMA3B"
"314","ENSG00000012174",895,1201,1115,1807,2125,672,2213,2024,2447,7572,779,918,2255,2877,708,2037,2463,1447,1441,1396,1063,1751,408,4048,866,"MBTPS2"
"315","ENSG00000012211",530,475,365,382,777,546,590,899,779,1456,382,1237,1101,798,263,239,832,702,819,555,509,210,567,1448,526,"PRICKLE3"
