"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"hsa-miR-1224-5p",-63.9439116387032,815.637978109121,-3.69769038947295,0.000225409537311979,0.0010791683337657,-3.5330123463955
"hsa-miR-1225-3p",-1.27976167900244,17.671275768731,-3.03583463616879,0.00244001432545265,0.0101549143918216,-5.74590638462999
"hsa-miR-1225-5p",-172.012162187467,2477.54567264447,-2.54441049380278,0.0110457371905268,0.0406564198242141,-7.1108028252582
"hsa-miR-1226-3p",0.00747267255472301,0.0321345171351531,0.289994942196773,0.771860182542156,1,-10.3008959443638
"hsa-miR-1226-5p",-1.26286441079353,45.821365922976,-1.31640125740129,0.188240477752567,0.481032354613567,-9.47644640433081
"hsa-miR-1227-3p",0.038357402338125,0.211351489698402,0.473569016806091,0.635876177009035,1,-10.2307718748661
"hsa-miR-1227-5p",-80.6276704416565,792.13149656751,-4.23358704585985,2.43954765215631e-05,0.000137464398601842,-1.42860402529534
"hsa-miR-1228-3p",-0.754041210020084,33.2344708261518,-0.958865063722075,0.337781226831006,0.730948372193093,-9.88309895070763
"hsa-miR-1228-5p",0.605148356716344,4.91896692043276,5.67137499045964,1.69668804807445e-08,1.44832179763291e-07,5.57974527582076
"hsa-miR-1229-3p",-4.132200714841,16.8281895322297,-5.4799447995474,4.9832115752467e-08,4.03077516933261e-07,4.53338428214427
"hsa-miR-1229-5p",-29.449504369546,562.244903065446,-1.75136219091757,0.0800878835085499,0.237657240115608,-8.80989617509405
"hsa-miR-1231",0,0,0,1,1,-10.3429708982513
"hsa-miR-1233-1-5p",-15.6987462248259,177.35793325528,-5.29662067203563,1.35512740711839e-07,1.01812193958034e-06,3.56370508617813
"hsa-miR-1234-3p",-7.17257140838541,45.3848950253995,-7.75197739942924,1.65787200284531e-14,2.57805522302922e-13,19.1367682667619
