"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"MIMAT0027538",-0.088867957746448,8.53650632911392,-0.406140223662633,0.685664699742379,0.961614522730469,-6.42393098769568
"MIMAT0027539",-0.389610915492939,4.41446835443038,-1.11746303375595,0.266958700486305,0.769981681805939,-5.89218738132946
"MIMAT0027540",0.775875000000025,7.93943037974684,3.14203389909675,0.0023125842469944,0.0559425141653883,-1.89072997332159
"MIMAT0027541",-0.921387323943643,4.10441772151899,-2.53632741201807,0.0130384295974246,0.157604651900714,-3.44000035445655
"MIMAT0027542",0.0675457746479164,9.58845569620253,0.513878594294254,0.608676038187267,0.943280742523281,-6.37501025040749
"MIMAT0027543",-0.568596830985898,3.65860759493671,-1.58792464152973,0.116032689001648,0.531032486602135,-5.2763990089305
"MIMAT0027544",-0.0825968309858904,5.54839240506329,-0.211281180518768,0.833175813955338,0.964176411449385,-6.48338791411737
"MIMAT0027545",-0.367230633802802,3.42558227848101,-1.05793074190424,0.293097406458529,0.794248962570382,-5.95536643959981
"MIMAT0027546",-0.642924295774631,3.42455696202532,-1.63548028382141,0.105662562966922,0.510233669079811,-5.20285589890496
"MIMAT0027547",0.0649278169014273,4.46922784810127,0.199652929446332,0.84223097025662,0.964176411449385,-6.48575119008249
"MIMAT0027548",0.444484154929603,7.15784810126582,2.26933253456048,0.0257912736933222,0.236587805928026,-4.03335596222989
"MIMAT0027549",-0.677269366197167,3.86618987341772,-1.83680348798658,0.0697494081747747,0.410100686953536,-4.86914391664665
"MIMAT0027550",0.259542253521156,6.52375949367089,1.08195694572422,0.282344968146206,0.785693202004267,-5.93027296652748
"MIMAT0027551",0.0936373239436845,5.28440506329114,0.283850194471092,0.777218470973088,0.961614522730469,-6.46562178381774
"MIMAT0027552",0.256375000000035,7.67103797468354,0.994235584793054,0.322942441847343,0.808151529351972,-6.01923325083295
"MIMAT0027553",-0.13820598591548,4.61316455696203,-0.348327846122854,0.728458984161339,0.961614522730469,-6.44547670874581
"MIMAT0027554",-0.0408257042253304,5.0016835443038,-0.109205418651267,0.913298087835193,0.970911925838992,-6.49956996547111
"MIMAT0027555",0.10847359154931,3.77511392405063,0.308443123426044,0.758503124137516,0.961614522730469,-6.45842172633318
"MIMAT0027556",0.0878169014084662,3.78192405063291,0.213371691204783,0.831550239363308,0.96400621085477,-6.48294887880416
"MIMAT0027557",-0.22189964788731,3.39569620253165,-0.539480809048436,0.590971716712198,0.941204975335254,-6.36171029244526
"MIMAT0027558",-0.231535211267572,6.96991139240506,-0.827795910153476,0.41011433185304,0.875504359258109,-6.16779088598169
"MIMAT0027559",-0.505797535211251,4.24779746835443,-1.59272067662971,0.114951256571334,0.529996588936327,-5.26907457476354
"MIMAT0027560",0.491889084507062,5.16320253164557,1.29784290720641,0.197867536128879,0.684718721753887,-5.68035898151761
"MIMAT0027561",-0.706121478873222,4.08975949367089,-1.64848897663687,0.102960069914251,0.503889359503273,-5.18238395808184
"MIMAT0027562",0.772311619718332,6.21522784810127,2.47440049894807,0.0153425639639313,0.173200499859491,-3.58270818538047
"MIMAT0027563",0.761519366197201,5.02927848101266,1.86783594013997,0.0652460157004116,0.395524772981015,-4.81452226004907
"MIMAT0027564",0.0152552816901563,3.40083544303797,0.0368399946715486,0.970699344289008,0.992393487894945,-6.50479914515782
"MIMAT0027565",0.633651408450719,4.88673417721519,1.41052825704643,0.162048895878581,0.622605640907895,-5.53262074416126
"MIMAT0027566",-0.68824647887322,3.94694936708861,-1.52568228637477,0.130817647084023,0.562228127907645,-5.36956541872622
"MIMAT0027567",0.729047535211281,4.48259493670886,2.09359725919526,0.0392884852973576,0.294373901638019,-4.39207741143926
"MIMAT0027568",0.251209507042268,4.16164556962025,0.606164410039795,0.546028056288115,0.916063836929267,-6.32405766449606
"MIMAT0027569",-0.480999999999974,4.62170886075949,-1.37664787703908,0.17225231074337,0.641526201302286,-5.57827578400857
"MIMAT0027570",-0.458244718309837,4.85678481012658,-1.01537387000801,0.312821743360012,0.803171969137735,-5.99846661102164
"MIMAT0027571",-0.015114436619704,3.72029113924051,-0.0298421206787468,0.976263229399038,0.994668512905558,-6.50503004250981
"MIMAT0027572",0.575762323943694,10.733582278481,2.65687356160194,0.00942575946555162,0.12802903231284,-3.15359972215893
"MIMAT0027573",-0.106457746478859,4.75782278481013,-0.286416700483163,0.775258972151737,0.961614522730469,-6.46489827530795
"MIMAT0027574",-0.159237676056319,4.05701265822785,-0.462574385227504,0.644856626099655,0.959409224356567,-6.39972760357205
"MIMAT0027575",0.643195422535239,8.38793670886076,2.7850117401433,0.00660342144936859,0.104829315508726,-2.83693033033043
"MIMAT0027576",-0.306489436619698,4.73579746835443,-0.863599955290052,0.390248650767954,0.855798595981641,-6.13808176066775
"MIMAT0027577",-0.191848591549281,3.62632911392405,-0.428322833847442,0.669504244164849,0.961614522730469,-6.41479077111994
"MIMAT0027578",-1.04013028169013,3.52794936708861,-2.56557584033081,0.0120625667349183,0.148732618964527,-3.37154933429323
"MIMAT0027579",-0.198839788732379,3.34967088607595,-0.491710793030395,0.624196760683419,0.951656525891888,-6.38600709843138
"MIMAT0027580",-1.47628169014081,5.50621518987342,-2.71132542405834,0.00811402915871255,0.118167357232878,-3.02055517727056
"MIMAT0027581",0.0691989436619846,3.4493164556962,0.155590664903717,0.876726201628406,0.965506027927223,-6.49349356977475
"MIMAT0027582",0.305065140845085,3.87879746835443,0.770816007262792,0.442962663129867,0.885228296105321,-6.21251809695472
"MIMAT0027583",0.0124683098591909,8.80145569620253,0.0531815432003257,0.957712597570964,0.987252434184354,-6.50407123459609
"MIMAT0027584",-0.0846038732394212,3.31108860759494,-0.23189835254393,0.81717678402138,0.962062361491601,-6.47886935292266
"MIMAT0027585",-0.834299295774626,3.51693670886076,-2.27661006813346,0.0253333225418721,0.236587805928026,-4.01794810350202
"MIMAT0027586",-0.115007042253505,6.34813924050633,-0.382750705217702,0.702864242189273,0.961614522730469,-6.43304420445544
"MIMAT0027587",-0.0699102112675911,3.40854430379747,-0.170749801177925,0.86482807193641,0.965506027927223,-6.49104645215695
"MIMAT0027588",-0.734632042253503,3.57788607594937,-1.71798866593806,0.0894555449454406,0.466564854540902,-5.07044478212083
"MIMAT0027589",-0.0562095070422415,3.33660759493671,-0.1309490234871,0.896126418483034,0.968078332948962,-6.49698654376528
"MIMAT0027590",0.40609507042257,10.0797215189873,2.39835951811647,0.018666670344837,0.193570745333792,-3.75377194405334
"MIMAT0027591",-0.402374999999981,5.55874683544304,-1.32628063572411,0.188314947350468,0.669915919145924,-5.6441856587077
"MIMAT0027592",-0.284332746478853,5.25583544303797,-0.880363188563364,0.381155789113711,0.855798595981641,-6.12374753853705
"MIMAT0027593",-0.625172535211249,4.24188607594937,-1.71114261842042,0.0907178526888111,0.46834013379996,-5.08166272347976
"MIMAT0027594",-0.499679577464771,3.56567088607595,-1.27371136987321,0.206252802700788,0.692965765687832,-5.71046417505174
"MIMAT0027595",-0.205602112676042,3.42646835443038,-0.539392659411259,0.591032258133752,0.941204975335254,-6.36175718641096
"MIMAT0027596",0.620073943662002,7.14853164556962,2.68821909592741,0.00864889554341033,0.122273034307432,-3.07728848377514
"MIMAT0027597",0.452068661971849,4.65816455696203,1.32347046569576,0.189243215735474,0.672251641693906,-5.64779372243991
"MIMAT0027598",0.303313380281709,4.48584810126582,0.616865428123957,0.538979500278622,0.914594286522225,-6.31761071093463
"MIMAT0027599",-0.0254154929577304,3.6536582278481,-0.0746400350636621,0.940677267477867,0.97944560652933,-6.50271407566935
"MIMAT0027600",0.37179753521132,11.1817721518987,1.92156505833618,0.0580262780592235,0.371480072643673,-4.71796598211555
"MIMAT0027601",-0.922621478873218,3.9916835443038,-2.52001662725265,0.0136129808816221,0.160823122973582,-3.4778814018639
"MIMAT0027602",-0.505202464788707,5.99658227848101,-1.59077490652416,0.115389021134563,0.529996588936327,-5.2720486310323
"MIMAT0027603",0.0451514084507236,4.12832911392405,0.120911234847461,0.904047955021629,0.968078332948962,-6.49823727432869
"MIMAT0027604",0.0386637323943768,3.42187341772152,0.0957408122312632,0.923952771049773,0.970911925838992,-6.50093526410834
"MIMAT0027605",-0.530345070422521,3.47386075949367,-1.47502581138168,0.1439162751668,0.590544974028551,-5.44278901559404
"MIMAT0027606",-0.521325704225338,3.4203417721519,-1.36417198939274,0.176130388381623,0.652144586719129,-5.594820446946
"MIMAT0027607",-0.273316901408439,3.32686075949367,-0.686806142400934,0.494082552285029,0.908062148425051,-6.27272392038768
"MIMAT0027608",-0.367524647887309,3.30344303797468,-0.909211470141019,0.365820595144553,0.843918024190673,-6.09844647990695
"MIMAT0027609",-0.148397887323928,3.37837974683544,-0.412843654035193,0.680765244988666,0.961614522730469,-6.42121990196451
"MIMAT0027610",-0.495926056338014,3.72254430379747,-1.33450392538615,0.185618235000323,0.666860419944584,-5.63358540003582
"MIMAT0027611",-0.238366197183082,3.74077215189873,-0.666441365272623,0.506941782073513,0.908062148425051,-6.28628552830262
"MIMAT0027612",0.134147887323959,3.86306329113924,0.347447372354409,0.7291178570282,0.961614522730469,-6.44577940044006
"MIMAT0027613",-0.215748239436604,3.3819746835443,-0.516351942754528,0.606955223494482,0.943280742523281,-6.37375341123446
"MIMAT0027614",-1.02917957746477,4.32029113924051,-2.5580877600976,0.0123059211897401,0.150274229913172,-3.38913771691202
"MIMAT0027615",0.0298151408450829,3.77667088607595,0.0791903808536268,0.937068146612985,0.979244937578273,-6.50236773385765
"MIMAT0027616",-0.0309700704225033,8.98729113924051,-0.17766991135397,0.859406784491337,0.965506027927223,-6.48985382169748
"MIMAT0027617",-0.52026936619716,4.91129113924051,-1.44683691774251,0.15163648442895,0.604173060711849,-5.48252001026475
"MIMAT0027618",-0.457635563380265,4.11358227848101,-0.993390636754466,0.323351458361246,0.808281222469281,-6.02005447928666
"MIMAT0027619",0.604105633802837,5.59643037974684,2.20797956148257,0.0299504424557285,0.253052376443999,-4.16151512033366
"MIMAT0027620",0.279125000000029,7.24373417721519,1.05458066195712,0.294618603354924,0.794248962570382,-5.95882177527946
"MIMAT0027621",-0.370040492957727,4.39055696202532,-1.05307425581559,0.295304381221551,0.794248962570382,-5.96037203382826
"MIMAT0027622",-0.117130281690122,5.52848101265823,-0.31801066361297,0.751260229713065,0.961614522730469,-6.45545945826383
